"Ref INS","INE","Municipi","Comarca","Instal·lació","Ubicació UTMX","Ubicació UTMY","Latitud","Longitud","Tipus propietat","Tipus gestió","Titularitat","URL CEEC","CAM","ATL","PAL","PCO","POL","PAV","TEN","PAD","SAL","ESQ","FRO","PET","CON","HIP","GOL","CIR","ROC","SIN","URB","NAT","BIC","ITI","VES","GRA","MAG","SER","AER","POR","REF","COM","Georeferència"
"2501690007","250169","Alguaire","Segrià","ÀREA D'ACTIVITAT FÍSICA PL. DE LES SARDANES","299210","4623081","41,73418673","0,5856208834","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/30852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (0.5856208834 41.73418673)"
"0820090104","082009","Sant Boi de Llobregat","Baix Llobregat","CARRIL BICI CAMI VELL DE LA COLONIA","418902","4578698","41,35570252","2,030488215","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/17099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (2.030488215 41.35570252)"
"0803990003","080399","Campins","Vallès Oriental","CAN PONS - RESTAURANT","455406","4619250","41,7238032","2,463852846","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.463852846 41.7238032)"
"0807650038","080765","Esparreguera","Baix Llobregat","PISTES ISIDRE NONELL","405147","4597494","41,52347252","1,863127808","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.863127808 41.52347252)"
"0815930019","081593","Parets del Vallès","Vallès Oriental","BIKE PARETS","436217","4601784","41,56518911","2,235026146","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.235026146 41.56518911)"
"0803050054","080305","Cabrils","Maresme","COMUNITAT DEL PTGE. CA L'ABELLA, 1-31","446957","4597385","41,52635286","2,364214933","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.364214933 41.52635286)"
"1703070002","170307","Cabanes","Alt Empordà","ZONA ESPORTIVA MUNICIPAL","497854","4684355","42,31142823","2,973960286","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/23826","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","POINT (2.973960286 42.31142823)"
"0812130165","081213","Mataró","Maresme","CAMP MPAL. DE FUTBOL A7 FRANCISCO MELERO NAVARRO","453109","4599644","41,5470836","2,437774342","Ajuntament","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/26794","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","POINT (2.437774342 41.5470836)"
"2514250002","251425","Montoliu de Lleida","Segrià","ZONA ESPORTIVA MUNICIPAL","299396","4603786","41,56059323","0,5943274521","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/31128","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","POINT (0.5943274521 41.56059323)"
"4390600026","439060","Ampolla, l'","Baix Ebre","COMUNITAT DEL C. PINS -URB.CAP ROIG-, 3","308585","4521744","40,82440404","0,7301021511","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.7301021511 40.82440404)"
"0801931466","080193","Barcelona","Barcelonès","ANYTIME FITNESS POBLENOU","432965","4583650","41,40159745","2,198043641","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/20103","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","POINT (2.198043641 41.40159745)"
"0826650060","082665","Cerdanyola del Vallès","Vallès Occidental","ÀREA D'ACTIVITAT FÍSICA PL. DE LA TORRE VERMELLA","428008","4593626","41,4910179","2,137558985","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/29409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.137558985 41.4910179)"
"4314820267","431482","Tarragona","Tarragonès","ORIÓN FITNESS CENTER","353107","4552938","41,11445686","1,250392095","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38154","0","0","0","2","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.250392095 41.11445686)"
"2504320017","250432","Vall de Boí, la","Alta Ribagorça","APARTAMENTS ALTA MUNTANYA","319530","4708149","42,5046656","0,803480745","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.803480745 42.5046656)"
"0821140066","082114","Sant Feliu de Llobregat","Baix Llobregat","COMUNITAT DEL C. DE LAUREÀ MIRÓ, 329","419844","4581932","41,38492351","2,041320602","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.041320602 41.38492351)"
"1704700076","170470","Castelló d'Empúries","Alt Empordà","CARRIL BICI C.NOGUERA","509249","4677685","42,25130487","3,11212136","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (3.11212136 42.25130487)"
"4316340016","431634","Vendrell, el","Baix Penedès","KARTING COMA-RUGA","376349","4561224","41,19294353","1,525454894","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/20353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","POINT (1.525454894 41.19294353)"
"4314820245","431482","Tarragona","Tarragonès","COMUNITAT DEL CAMÍ NOU DE LA BUDALLERA, 11","355926","4554392","41,1280536","1,283612847","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.283612847 41.1280536)"
"0806540003","080654","Castellví de la Marca","Alt Penedès","CAMP DE FUTBOL MUNICIPAL DE LA MÚNIA","383952","4575602","41,32354526","1,613358662","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25655","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","POINT (1.613358662 41.32354526)"
"4305160078","430516","Cunit","Baix Penedès","COMUNITAT DEL C. DEL SOL, 3","383819","4561488","41,1964269","1,614459191","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.614459191 41.1964269)"
"0827040241","082704","Sitges","Garraf","COMUNITAT DEL PG. VILAFRANCA, 54","399927","4566377","41,24260767","1,805714581","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.805714581 41.24260767)"
"0830730109","083073","Vilanova i la Geltrú","Garraf","ESCOLA VOLERANY","392464","4564022","41,22044131","1,717085467","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18052","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","POINT (1.717085467 41.22044131)"
"4390570246","439057","Salou","Tarragonès","COMUNITAT DEL C. DEL BOSC DE LA MONTSERRADA, 17","346608","4547687","41,06597809","1,174330458","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.174330458 41.06597809)"
"2512290007","251229","Linyola","Pla d'Urgell","MIC'S FUNCIONAL GYM","325601","4620156","41,71408738","0,9035929437","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/37891","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.9035929437 41.71408738)"
"2521150007","252115","Sudanell","Segrià","LOCAL SOCIAL","297039","4603479","41,55723582","0,566190057","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/30873","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","POINT (0.566190057 41.55723582)"
"1709500072","170950","Lloret de Mar","Selva","COMUNITAT DEL PTGE. BUENOS AIRES, 20","486277","4616274","41,69813043","2,835075754","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.835075754 41.69813043)"
"4390570224","439057","Salou","Tarragonès","APARTAHOTEL ONA RIVIERA","343819","4549157","41,07868247","1,14077942","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.14077942 41.07868247)"
"0800390005","080039","Alella","Maresme","COMUNITAT DEL C. BON LLOC, 4","441290","4592662","41,48341834","2,296754154","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","POINT (2.296754154 41.48341834)"
"0828300021","082830","Tona","Osona","CAMP DE TIR","435315","4633983","41,85511025","2,220714415","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.220714415 41.85511025)"
"1709500027","170950","Lloret de Mar","Selva","KÀRTING FÓRMULA","486131","4617716","41,71111612","2,833287572","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/18550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","POINT (2.833287572 41.71111612)"
"1701570012","170157","Banyoles","Pla de l'Estany","ESCOLA PLA DE L'AMETLLER","481119","4661869","42,10868745","2,771628151","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/27562","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","1","0","0","0","0","POINT (2.771628151 42.10868745)"
"0805000002","080500","Castellar del Riu","Berguedà","CÀMPING FONT FREDA","400798","4663028","42,11307867","1,800045329","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (1.800045329 42.11307867)"
"0810000009","081000","Gurb","Osona","FUTBOL ATLÉTICO LA CABRA","439072","4645867","41,96243655","2,264745603","Ajuntament","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/18814","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.264745603 41.96243655)"
"0813850006","081385","Moià","Moianès","ÀREA ESCALADA DE MOIÀ","423171","4627051","41,79159648","2,075326528","Privat esportiu","Associació o club esportiu","Privada esportiva","No publicada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","POINT (2.075326528 41.79159648)"
"1790110011","179011","Cruïlles, Monells i Sant Sadurní de l'Heura","Baix Empordà","MAS MASALLER","501842","4643340","41,94202875","3,022221485","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (3.022221485 41.94202875)"
"1714260008","171426","Quart","Gironès","ESCOLA SANTA MARGARIDA","486505","4643113","41,93987095","2,837204781","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21096","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","POINT (2.837204781 41.93987095)"
"0801931914","080193","Barcelona","Barcelonès","ENTRENA-T 24H AV. MADRID","427006","4581270","41,37964288","2,127049078","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38237","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.127049078 41.37964288)"
"0828240074","082824","Tiana","Maresme","COMUNITAT DE L'AV. DE L'ONZE DE SETEMBRE, 6","439076","4591929","41,47665119","2,270310295","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.270310295 41.47665119)"
"4317110045","431711","Vila-seca","Tarragonès","PISTA POLIESPORTIVA PARC DE LES ILLES","344457","4552063","41,10496857","1,147635554","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/23058","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.147635554 41.10496857)"
"1709500153","170950","Lloret de Mar","Selva","HOTEL MARIA DEL MAR","486849","4616466","41,69986945","2,841945841","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.841945841 41.69986945)"
"1711750008","171175","Palafrugell","Baix Empordà","COL·LEGI VEDRUNA","514060","4640570","41,91695695","3,169550337","Altres privats","Centre d'ensenyament privat concertat","Privada educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24355","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","POINT (3.169550337 41.91695695)"
"0801930940","080193","Barcelona","Barcelonès","CENTRE PARROQUIAL SANT MARTÍ CLOT","432100","4584555","41,40967592","2,187594894","Institució religiosa","Altres privats","Privada no esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/19772","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.187594894 41.40967592)"
"0829810097","082981","Vic","Osona","ÀREA D'ACTIVITAT FÍSICA PARC DE L'ERA D'EN SELLÉS","438034","4642811","41,93483338","2,252542053","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","POINT (2.252542053 41.93483338)"
"0818780173","081878","Sabadell","Vallès Occidental","GIMNÀS ALEXANDRA","423675","4600824","41,55544411","2,084744104","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/29703","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.084744104 41.55544411)"
"4303790022","430379","Calafell","Baix Penedès","PORT ESPORTIU SEGUR DE CALAFELL","383151","4560801","41,19014417","1,606626277","Generalitat de Catalunya","Altres privats","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/20380","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","1","0","0","0","1","0","0","POINT (1.606626277 41.19014417)"
"1700250013","170025","Aiguaviva","Gironès","AIGUAVIVA HÍPIC","480477","4642371","41,93306186","2,764511857","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38695","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.764511857 41.93306186)"
"4312330102","431233","Reus","Baix Camp","PISTES DE PETANCA C. BADALONA","340140","4558383","41,16102994","1,094604914","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20934","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.094604914 41.16102994)"
"0801931229","080193","Barcelona","Barcelonès","TENNIS TAULA TURÓ PARC","428184","4582873","41,39418649","2,140945475","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.140945475 41.39418649)"
"0811360030","081136","Manresa","Bages","INSTITUT GUILLEM DE CATÀ","403785","4620655","41,73188452","1,843083268","Generalitat de Catalunya","Institut d'ensenyament secundari (IES)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24761","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","POINT (1.843083268 41.73188452)"
"4312330101","431233","Reus","Baix Camp","PISTES DE PETANCA C. FRANCOLÍ","341928","4559170","41,16846588","1,115702234","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20933","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.115702234 41.16846588)"
"0827980303","082798","Terrassa","Vallès Occidental","CROSSFIT OCCIDENTAL","419352","4600573","41,5527593","2,032945192","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38140","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","POINT (2.032945192 41.5527593)"
"1704860111","170486","Castell-Platja d'Aro","Baix Empordà","DISCOTECA TIFFANI''S","505561","4629644","41,81865348","3,066957768","Altres privats","Altres privats","Privada no esportiva","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.066957768 41.81865348)"
"2519450005","251945","Sant Ramon","Segarra","CLUB TENNIS TAULA PORTELL","365587","4622410","41,74214451","1,383534349","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19225","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","POINT (1.383534349 41.74214451)"
"1721370008","172137","Vidreres","Selva","INSTITUT VIDRERES","480661","4626421","41,78940775","2,767252799","Generalitat de Catalunya","Institut d'ensenyament secundari (IES)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18461","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","2","0","0","0","0","0","POINT (2.767252799 41.78940775)"
"1714040004","171404","Port de la Selva, el","Alt Empordà","CLUB NÀUTIC PORT DE LA SELVA","516610","4687780","42,34209996","3,201644791","Empresa pública de la Generalitat","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/24191","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","1","0","0","1","0","0","POINT (3.201644791 42.34209996)"
"0821880018","082188","Sant Joan de Vilatorrada","Bages","ÀREA D'ACTIVITAT FÍSICA C. RAFAEL DE CASANOVA","400764","4621521","41,73931152","1,806621002","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","POINT (1.806621002 41.73931152)"
"1716930011","171693","Sant Julià de Ramis","Gironès","PUNT D'INFORMACIÓ RUTES I SENDERS","486722","4653614","42,03445349","2,839585264","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","POINT (2.839585264 42.03445349)"
"0812130197","081213","Mataró","Maresme","CARRIL BICI VIA EUROPA","452613","4600037","41,55059409","2,43179656","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/27286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (2.43179656 41.55059409)"
"0805690160","080569","Castelldefels","Baix Llobregat","GRAN HOTEL REY DON JAIME","413041","4569299","41,27044109","1,961775793","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.961775793 41.27044109)"
"1703400080","170340","Calonge i Sant Antoni","Baix Empordà","CARRIL BICI C. DE LES ESCOLES","506760","4634355","41,86107571","3,08144822","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (3.08144822 41.86107571)"
"4310800001","431080","Pla de Santa Maria, el","Alt Camp","PISCINA MUNICIPAL","357119","4580476","41,36312102","1,291711796","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21402","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","POINT (1.291711796 41.36312102)"
"0809610005","080961","Granollers","Vallès Oriental","CAMP MUNICIPAL DE FUTBOL DE CAN GILI","439747","4607120","41,61352215","2,276823282","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/22561","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","POINT (2.276823282 41.61352215)"
"0808630019","080863","Franqueses del Vallès, les","Vallès Oriental","GREEN INDOOR PARK","442638","4607908","41,6208324","2,311444076","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/23125","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","0","1","0","0","0","0","POINT (2.311444076 41.6208324)"
"0801930175","080193","Barcelona","Barcelonès","BARCELONA CLUB PETANCA","431989","4581848","41,38528539","2,186570998","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19517","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.186570998 41.38528539)"
"2517340023","251734","Pont de Suert, el","Alta Ribagorça","CASA DEL LLOC DE SARROQUETA, 1 (CASA DEL BATLLE)","312874","4701539","42,44360269","0,7246877315","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","POINT (0.7246877315 42.44360269)"
"4311350007","431135","Pont d'Armentera, el","Alt Camp","CAMP DE FUTBOL MUNICIPAL","362966","4583010","41,3869534","1,361017857","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21536","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","POINT (1.361017857 41.3869534)"
"2506210017","250621","Camarasa","Noguera","PISCINA MUNICIPAL L'AMETLLA DE MONTSEC","314577","4642000","41,90819274","0,7643412078","Entitat local menor","Entitat local menor","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/30104","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (0.7643412078 41.90819274)"
"0801931008","080193","Barcelona","Barcelonès","COL·LEGI SANTA TERESA DE LISIEUX","427694","4582221","41,38827028","2,135162626","Institució religiosa","Altres privats","Privada no esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/21699","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","POINT (2.135162626 41.38827028)"
"4307640005","430764","Marçà","Priorat","PUNT D'INFORMACIÓ DE SENDERS","315592","4555302","41,12808664","0,8031320467","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","POINT (0.8031320467 41.12808664)"
"1703400041","170340","Calonge i Sant Antoni","Baix Empordà","TIR OLIMPIC CALONGE-SANT ANTONI","508520","4633028","41,84910659","3,102634534","Ajuntament","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/23714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.102634534 41.84910659)"
"1718510001","171851","Sant Joan les Fonts","Garrotxa","ESCOLA CASTANYER","459359","4673637","42,21384542","2,507619713","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/30209","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","POINT (2.507619713 42.21384542)"
"1716420016","171642","Sant Hilari Sacalm","Selva","PUNT D'INFORMACIÓ RUTES BTT I RUTES SENDERISME","459319","4636493","41,87931473","2,509714102","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","POINT (2.509714102 41.87931473)"
